,Diabolo-RX,Diabolo-RY,Diabolo-RZ,Diabolo-RW,Diabolo-TX,Diabolo-TY,Diabolo-TZ,stick_left-RX,stick_left-RY,stick_left-RZ,stick_left-RW,stick_left-TX,stick_left-TY,stick_left-TZ,stick_right-RX,stick_right-RY,stick_right-RZ,stick_right-RW,stick_right-TX,stick_right-TY,stick_right-TZ
498,-0.633527,-0.328564,-0.250796,-0.654057,0,0,0,-0.265966,0.643835,0.715038,-0.058813,-0.428636627,0.69636853,1.140119263,-0.44537,-0.176083,0.164456,0.862319,-0.267470306,0.81361908,1.451165894
499,-0.677553,-0.234265,-0.346301,-0.605077,0,0,0,-0.267373,0.640749,0.717324,-0.0583,-0.429120728,0.696021362,1.142754028,-0.446446,-0.176057,0.164918,0.861679,-0.26782132,0.814012756,1.449546631
500,-0.702244,-0.131435,-0.433057,-0.549582,0,0,0,-0.267673,0.639818,0.718116,-0.057401,-0.429242035,0.695909912,1.144861572,-0.447496,-0.176443,0.16502,0.861036,-0.268236145,0.814391663,1.447807495
501,-0.713588,-0.0243,-0.506285,-0.48361,0,0,0,-0.267768,0.637708,0.719975,-0.057129,-0.429449921,0.695649658,1.147410889,-0.449311,-0.179443,0.165672,0.859344,-0.269391693,0.814787231,1.445764038
502,,,,,0,0,0,-0.268187,0.638399,0.719248,-0.056611,-0.429480896,0.695440063,1.148911255,-0.445466,-0.176681,0.16649,0.861757,-0.268998779,0.814537903,1.445319946
503,,,,,0,0,0,-0.268201,0.637606,0.719996,-0.055969,-0.429573639,0.695257996,1.151025757,-0.451151,-0.176839,0.165783,0.858899,-0.269428528,0.81564563,1.442417236
504,-0.651465,0.282418,-0.66753,-0.224138,0,0,0,-0.268567,0.632846,0.723963,-0.057064,-0.430227325,0.694800354,1.154488159,-0.452418,-0.176889,0.166147,0.858151,-0.269845093,0.816059448,1.440540283
505,-0.598088,0.376352,-0.696037,-0.127208,0,0,0,-0.269411,0.632271,0.724188,-0.056595,-0.430518372,0.694562805,1.156421753,-0.453519,-0.177072,0.166427,0.857478,-0.270310425,0.816437195,1.438647217
506,-0.546072,0.469589,-0.693375,-0.022849,0,0,0,-0.269821,0.631592,0.724669,-0.056073,-0.430703033,0.694369324,1.158480347,-0.454835,-0.177382,0.16663,0.856677,-0.270803528,0.816845764,1.436679321
507,-0.46339,0.546339,-0.693911,0.072605,0,0,0,-0.269869,0.626998,0.728591,-0.056567,-0.431230804,0.693985229,1.161982666,-0.454099,-0.177327,0.167968,0.856818,-0.271316711,0.816990173,1.43503894
508,-0.394527,0.609057,-0.662334,0.186311,0,0,0,-0.269873,0.625243,0.730187,-0.055375,-0.431313538,0.693816589,1.1644021,-0.452092,-0.177142,0.169133,0.857688,-0.271774811,0.816908875,1.433853149
509,-0.290764,0.662211,-0.632747,0.276702,0,0,0,-0.269807,0.623791,0.731466,-0.055188,-0.431506226,0.693568054,1.166769165,-0.456866,-0.177365,0.168586,0.855216,-0.272267334,0.817871948,1.430920044
510,-0.191381,0.699436,-0.583168,0.366166,0,0,0,-0.27021,0.622038,0.732824,-0.05499,-0.431768066,0.693242126,1.169174072,-0.458368,-0.177737,0.168999,0.854253,-0.272860748,0.818307251,1.428755493
511,-0.093874,0.718982,-0.518714,0.452977,0,0,0,-0.2703,0.619973,0.73454,-0.054977,-0.432055267,0.692943359,1.171725952,-0.459471,-0.177888,0.169489,0.853531,-0.273358856,0.818662659,1.426643921
512,0.015383,0.727902,-0.446954,0.519763,0,0,0,-0.269986,0.618035,0.736287,-0.054973,-0.432267761,0.692645996,1.174306152,-0.461055,-0.1779,0.169956,0.852581,-0.273905334,0.819115662,1.424401367
