pitch,predicted_pitch
-0.040442640114294846,-0.04091787873458744
-0.040444691622363645,-0.040926646605604994
-0.040446743130432436,-0.04093541387647031
-0.04044879463850123,-0.04094418095471631
-0.040450846146570026,-0.04095294798791781
-0.04045289765463882,-0.04096171391547137
-0.04045494916270761,-0.04097048020947216
-0.04045700067077641,-0.04097924621287511
-0.0404590521788452,-0.04098801183716089
-0.040461103686913996,-0.040996777319073335
-0.04046315519498279,-0.04100554263300023
-0.04046520670305158,-0.04101430839938872
-0.04046725821112038,-0.04102307384677526
-0.04046930971918917,-0.04103183917260991
-0.04047136122725797,-0.04104060453665482
-0.04047341273532676,-0.04104937036365004
-0.04047546424339555,-0.041058136088595404
-0.04047751575146435,-0.041066902055503916
-0.04047956725953314,-0.04107566897581583
-0.04048161876760193,-0.04108443588857696
-0.04048367027567073,-0.04109320358226512
-0.04048572178373952,-0.041101971984519294
-0.04048777329180832,-0.041110740648309885
-0.04048982479987711,-0.04111950936009735
-0.0404918763079459,-0.04112827872638779
-0.0404939278160147,-0.04113704886159328
-0.04049597932408349,-0.04114581935914853
-0.04049803083215228,-0.041154591057028234
-0.04050008234022108,-0.04116336306892451
-0.04050213384828987,-0.041172136220153185
-0.04050418535635867,-0.041180910423814464
-0.04050623686442746,-0.04118968504592323
-0.04050828837249625,-0.04119846018734751
-0.04051033988056505,-0.04120723684366656
-0.04051239138863384,-0.04121601452892562
-0.04051444289670264,-0.04122479221659024
-0.04051649440477143,-0.0412335713609786
-0.04051854591284022,-0.041242352031503615
-0.04052059742090902,-0.04125113307089859
-0.04052264892897781,-0.04125991561324279
-0.040524700437046604,-0.04126869960167688
-0.0405267519451154,-0.0412774838884583
-0.040528803453184194,-0.041286268987111914
-0.04053085496125299,-0.04129505537456504
-0.04053290646932178,-0.04130384287547607
-0.040534957977390575,-0.04131263112236068
-0.04053700948545937,-0.041321420226035306
-0.040539060993528164,-0.04133021125216614
-0.04054111250159696,-0.04133900191592997
-0.040543164009665754,-0.041347795401786513
-0.040545215517734545,-0.04135659074508197
-0.040547267025803344,-0.04136538599648576
-0.040549318533872135,-0.0413741846596534
-0.040551370041940926,-0.041382984890350576
-0.040553421550009724,-0.041391785022188765
-0.040555473058078516,-0.041400588080905326
-0.040557524566147314,-0.04140939280966135
-0.040559576074216105,-0.04141819915889535
-0.0405616275822849,-0.04142700716285027
-0.040563679090353695,-0.04143581707392926
-0.040565730598422486,-0.041444629041604855
-0.040567782106491285,-0.041453442699239465
-0.040569833614560076,-0.04146225897913112
-0.04057188512262887,-0.04147107820381271
-0.040573936630697666,-0.041479899453276264
-0.04057598813876646,-0.04148872300714245
-0.04057803964683525,-0.04149754873760719
-0.04058009115490405,-0.041506376210470826
-0.04058214266297284,-0.041515206860883905
-0.040584194171041636,-0.04152403954553215
-0.04058624567911043,-0.041532873956735855
-0.04058829718717922,-0.04154171067907257
-0.04059034869524802,-0.04155054957982088
-0.04059240020331681,-0.0415593907556508
-0.04059445171138561,-0.04156823565666433
-0.0405965032194544,-0.04157708283754251
-0.04059855472752319,-0.04158593228871902
-0.04060060623559199,-0.041594784144011805
-0.04060265774366078,-0.04160363848596839
-0.04060470925172957,-0.0416124953688447
-0.04060676075979837,-0.04162135512328127
-0.04060881226786716,-0.041630217020549726
-0.04061086377593596,-0.04163908155877967
-0.04061291528400475,-0.04164794834629907
-0.04061496679207354,-0.041656817935977086
-0.04061701830014234,-0.04166568994960401
-0.04061906980821113,-0.04167456536202499
-0.04062112131627993,-0.041683443230881634
-0.04062317282434872,-0.04169232415539328
-0.04062522433241751,-0.0417012075895344
-0.04062727584048631,-0.04171009381973112
-0.0406293273485551,-0.041718983206201495
-0.04063137885662389,-0.04172787511596015
-0.04063343036469269,-0.041736769622583665
-0.04063548187276148,-0.04174566665812726
-0.04063753338083028,-0.04175456761155393
-0.04063958488889907,-0.04176347109757856
-0.04064163639696786,-0.04177237777838052
-0.04064368790503666,-0.04178128745659639
-0.04064573941310545,-0.041790200597118764
-0.04064779092117425,-0.04179911616815003
-0.04064984242924304,-0.04180803446124257
-0.040651893937311834,-0.04181695589254423
-0.04065394544538063,-0.04182588010901363
-0.04065599695344942,-0.04183480710418753
-0.040658048461518215,-0.041843737044866096
-0.04066009996958701,-0.041852670331684064
-0.040662151477655804,-0.041861605934183234
-0.0406642029857246,-0.04187054469719101
-0.040666254493793394,-0.04187948548014189
-0.040668306001862185,-0.041888429288632914
-0.040670357509930984,-0.04189737587588158
-0.040672409017999775,-0.04190632572102236
-0.040674460526068566,-0.041915277957755515
-0.040676512034137365,-0.04192423324272807
-0.040678563542206156,-0.04193319129955882
-0.040680615050274954,-0.041942152530380285
-0.040682666558343746,-0.04195111619320904
-0.04068471806641254,-0.04196008217404227
-0.040686769574481335,-0.04196905087759218
-0.040688821082550126,-0.04197802169580193
-0.040690872590618925,-0.04198699558264501
-0.040692924098687716,-0.04199597044697023
-0.04069497560675651,-0.04200494821003389
-0.040697027114825306,-0.04201392938017185
-0.0406990786228941,-0.04202291314190384
-0.04070113013096289,-0.04203189886880806
-0.04070318163903169,-0.042040887690621455
-0.04070523314710048,-0.04204987787538012
-0.040707284655169276,-0.042058870868716576
-0.04070933616323807,-0.04206786561855687
-0.04071138767130686,-0.04207686288594267
-0.04071343917937566,-0.04208586182011935
-0.04071549068744445,-0.0420948627689925
-0.04071754219551325,-0.04210386513198363
-0.04071959370358204,-0.042112869786270345
-0.04072164521165083,-0.04212187535865935
-0.04072369671971963,-0.04213088400377379
-0.04072574822778842,-0.0421398937658717
-0.04072779973585721,-0.042148903737827544
-0.04072985124392601,-0.04215791546620917
-0.0407319027519948,-0.04216692809753179
-0.0407339542600636,-0.042175942289224694
-0.04073600576813239,-0.04218495684862072
-0.04073805727620118,-0.042193971430990136
-0.04074010878426998,-0.04220298704702373
-0.04074216029233877,-0.04221200351406489
-0.04074421180040756,-0.04222102095122956
-0.04074626330847636,-0.04223003809968812
-0.04074831481654515,-0.042239055707927346
-0.04075036632461395,-0.04224807354028271
-0.04075241783268274,-0.04225709111540852
-0.04075446934075153,-0.042266108527086926
-0.04075652084882033,-0.04227512640578023
-0.04075857235688912,-0.04228414381329524
-0.04076062386495792,-0.04229316165647749
-0.04076267537302671,-0.04230217908358192
-0.0407647268810955,-0.042311194206029155
-0.0407667783891643,-0.04232020890076643
-0.04076882989723309,-0.04232922227386319
-0.040770881405301884,-0.04233823491113704
-0.04077293291337068,-0.0423472466691551
-0.040774984421439474,-0.042356257624045435
-0.04077703592950827,-0.04236526780934772
-0.04077908743757706,-0.04237427718579313
-0.040781138945645855,-0.04238328197002914
-0.04078319045371465,-0.042392282162055754
-0.040785241961783444,-0.04240127776187296
-0.04078729346985224,-0.042410268769480765
-0.040789344977921034,-0.042419255184879164
-0.040791396485989825,-0.04242823700806816
-0.040793447994058624,-0.04243721423904775
-0.040795499502127415,-0.04244618687781793
-0.040797551010196206,-0.042455154924378714
-0.040799602518265005,-0.04246411837873009
-0.040801654026333796,-0.04247307724087206
-0.040803705534402594,-0.04248203151080463
-0.040805757042471386,-0.042490981188527795
-0.04080780855054018,-0.042499926274041554
-0.040809860058608975,-0.04250886676734591
-0.04081191156667777,-0.04251780266844086
-0.040813963074746565,-0.042526733977326404
-0.040816014582815356,-0.042535660694002546
-0.04081806609088415,-0.04254458281846928
-0.040820117598952946,-0.042553500350726615
-0.04082216910702174,-0.042562413290774544
-0.04082422061509053,-0.04257132163861307
-0.04082627212315933,-0.04258022539424219
-0.04082832363122812,-0.0425891245576619
-0.040830375139296916,-0.04259801912887221
-0.04083242664736571,-0.04260690910787312
-0.0408344781554345,-0.04261579449466463
-0.0408365296635033,-0.04262467528924673
-0.04083858117157209,-0.04263355149161943
-0.04084063267964089,-0.04264242310178273
-0.04084268418770968,-0.04265129011973662
-0.04084473569577847,-0.042660152545481105
-0.04084678720384727,-0.04266901037901619
-0.04084883871191606,-0.042677863620341865
-0.04085089021998485,-0.04268671226945814
-0.04085294172805365,-0.04269555632636501
-0.04085499323612244,-0.04270439579106247
-0.04085704474419124,-0.04271323066355053
-0.04085909625226003,-0.04272206094382919
-0.04086114776032882,-0.04273088663189844
-0.04086319926839762,-0.042739707727758286
-0.04086525077646641,-0.04274852423140873
-0.04086730228453521,-0.04275733614284977
-0.040869353792604,-0.0427661434620814
-0.04087140530067279,-0.04277494618910363
-0.04087345680874159,-0.042783744323916455
-0.04087550831681038,-0.042792537866519875
-0.04087755982487917,-0.04280132681691389
-0.04087961133294797,-0.0428101111750985
-0.04088166284101676,-0.04281889094107371
-0.04088371434908556,-0.04282766611483952
-0.04088576585715435,-0.042836436696395926
-0.04088781736522314,-0.04284520268574293
-0.04088986887329194,-0.04285396408288052
-0.04089192038136073,-0.042862720887808715
-0.04089397188942953,-0.0428714731005275
-0.04089602339749832,-0.04288022072103689
-0.040898074905567114,-0.042888963749336866
-0.04090012641363591,-0.04289770218542744
-0.040902177921704704,-0.04290643602930861
-0.040904229429773495,-0.042915165280980376
-0.04090628093784229,-0.04292388994044274
-0.040908332445911084,-0.04293260588200685
-0.04091038395397988,-0.0429413141606565
-0.040912435462048674,-0.04295001238241919
-0.040914486970117465,-0.04295870252178637
-0.040916538478186264,-0.04296738422317223
-0.040918589986255055,-0.04297605627813664
-0.040920641494323846,-0.04298472120552697
-0.040922693002392645,-0.04299337746444805
-0.040924744510461436,-0.04300202535065205
-0.040926796018530234,-0.043010663268742595
-0.040928847526599026,-0.04301929246071189
-0.04093089903466782,-0.043027913540123364
-0.040932950542736615,-0.04303652684624212
-0.04093500205080541,-0.04304513011648311
-0.040937053558874205,-0.04305372674782907
-0.040939105066942996,-0.043062315799828145
-0.04094115657501179,-0.04307089469766262
-0.040943208083080586,-0.043079466769321346
-0.04094525959114938,-0.04308803162117752
-0.04094731109921817,-0.04309658676257112
-0.04094936260728697,-0.04310513396111522
-0.04095141411535576,-0.04311367233431602
-0.040953465623424556,-0.04312220337107179
-0.04095551713149335,-0.04313072673661891
-0.04095756863956214,-0.04313924045404946
-0.04095962014763094,-0.043147746246169585
-0.04096167165569973,-0.04315624445440866
-0.04096372316376853,-0.04316473371546109
-0.04096577467183732,-0.04317321508211021
-0.04096782617990611,-0.04318168872860683
-0.04096987768797491,-0.043190156228147
-0.0409719291960437,-0.043198615359059764
-0.04097398070411249,-0.04320706685845951
-0.04097603221218129,-0.04321551151416135
-0.04097808372025008,-0.04322394796115737
-0.04098013522831888,-0.04323237895778958
-0.04098218673638767,-0.04324080079139442
-0.04098423824445646,-0.04324921537578839
-0.04098628975252526,-0.04325762271528664
-0.04098834126059405,-0.043266023463239635
-0.04099039276866284,-0.04327441772713732
-0.04099244427673164,-0.043282803739958124
-0.04099449578480043,-0.04329118337265448
-0.04099654729286923,-0.043299555789766575
-0.04099859880093802,-0.04330792170582922
-0.04100065030900681,-0.043316280230797616
-0.04100270181707561,-0.04332463154357033
-0.0410047533251444,-0.043332975577217256
-0.0410068048332132,-0.04334131337114404
-0.04100885634128199,-0.04334964401482123
-0.04101090784935078,-0.04335796875493435
-0.04101295935741958,-0.04336628687381981
-0.04101501086548837,-0.043374598209025866
-0.041017062373557164,-0.04338290320509107
-0.04101911388162596,-0.04339120246295121
-0.041021165389694754,-0.04339949564150537
-0.04102321689776355,-0.043407782187305094
-0.041025268405832344,-0.0434160640588114
-0.041027319913901135,-0.04342433833242063
-0.04102937142196993,-0.04343260689708742
-0.041031422930038725,-0.04344086919639227
-0.04103347443810752,-0.04344912492422584
-0.041035525946176314,-0.043457374832515244
-0.041037577454245106,-0.04346561938291682
-0.041039628962313904,-0.0434738593556528
-0.041041680470382695,-0.04348209243887824
-0.041043731978451486,-0.043490319402384715
-0.041045783486520285,-0.04349854003503366
-0.041047834994589076,-0.04350675632640988
-0.041049886502657874,-0.0435149659645199
-0.041051938010726666,-0.0435231714802991
-0.04105398951879546,-0.04353136965161689
-0.041056041026864255,-0.04353956209991286
-0.04105809253493305,-0.04354774988384042
-0.041060144043001845,-0.0435559327412953
-0.041062195551070636,-0.043564109264766844
-0.04106424705913943,-0.04357227950095953
-0.041066298567208226,-0.04358044481071726
-0.04106835007527702,-0.04358860460168063
-0.04107040158334581,-0.04359675799839467
-0.04107245309141461,-0.04360490664666289
-0.0410745045994834,-0.043613049778382144
-0.041076556107552196,-0.043621187155362
-0.04107860761562099,-0.04362931856137949
-0.04108065912368978,-0.04363744504444433
-0.04108271063175858,-0.04364556542691671
-0.04108476213982737,-0.04365368081043699
-0.04108681364789617,-0.04366179066742961
-0.04108886515596496,-0.04366989543157876
-0.04109091666403375,-0.04367799390426126
-0.04109296817210255,-0.043686087257449255
-0.04109501968017134,-0.043694175405432224
-0.04109707118824013,-0.04370225854458168
-0.04109912269630893,-0.04371033538631798
-0.04110117420437772,-0.04371840689922565
-0.04110322571244652,-0.043726473821291106
-0.04110527722051531,-0.043734535387710376
-0.0411073287285841,-0.04374259140845734
-0.0411093802366529,-0.04375064197258039
-0.04111143174472169,-0.04375868651077461
-0.04111348325279049,-0.04376672712778554
-0.04111553476085928,-0.043774761881476894
-0.04111758626892807,-0.04378279120783184
-0.04111963777699687,-0.043790815381253005
-0.04112168928506566,-0.043798834104848576
-0.04112374079313445,-0.04380684739633296
-0.04112579230120325,-0.04381485572054957
-0.04112784380927204,-0.04382285940515471
-0.04112989531734084,-0.04383085713112384
-0.04113194682540963,-0.0438388504582734
-0.04113399833347842,-0.043846838344988086
-0.04113604984154722,-0.04385482093346738
-0.04113810134961601,-0.0438627992141458
-0.04114015285768481,-0.043870772569947356
-0.0411422043657536,-0.04387874057985059
-0.041144255873822394,-0.043886703238956985
-0.04114630738189119,-0.0438946615495089
-0.041148358889959984,-0.04390261559903274
-0.041150410398028775,-0.043910564984972325
-0.04115246190609757,-0.0439185086253468
-0.041154513414166365,-0.043926448524941986
-0.04115656492223516,-0.04393438396063609
-0.041158616430303954,-0.04394231525196553
-0.041160667938372746,-0.04395024218722319
-0.041162719446441544,-0.04395816576473272
-0.041164770954510335,-0.043966084184822486
-0.041166822462579127,-0.04397399910434225
-0.041168873970647925,-0.04398190890799315
-0.041170925478716716,-0.043989814704371265
-0.041172976986785514,-0.04399771655385454
-0.041175028494854306,-0.04400561425566968
-0.0411770800029231,-0.04401350817849753
-0.041179131510991895,-0.04402139805459801
-0.04118118301906069,-0.044029283961620175
-0.041183234527129485,-0.04403716627818308
-0.041185286035198276,-0.04404504483300963
-0.04118733754326707,-0.04405291950781463
-0.041189389051335866,-0.04406078990738483
-0.04119144055940466,-0.04406865751540734
-0.04119349206747345,-0.0440765213555387
-0.04119554357554225,-0.04408438148611213
-0.04119759508361104,-0.04409223839445239
-0.04119964659167984,-0.04410009172034858
-0.04120169809974863,-0.04410794174363464
-0.04120374960781742,-0.044115788394288424
-0.04120580111588622,-0.04412363137245948
-0.04120785262395501,-0.044131471678711634
-0.04120990413202381,-0.044139308055434125
-0.0412119556400926,-0.04414714129484273
-0.04121400714816139,-0.044154971293499524
-0.04121605865623019,-0.04416279795688472
-0.04121811016429898,-0.044170620132021714
-0.04122016167236777,-0.04417844005278592
-0.04122221318043657,-0.04418625626353719
-0.04122426468850536,-0.04419406938599297
-0.04122631619657416,-0.04420187925294154
-0.04122836770464295,-0.04420968593959707
-0.04123041921271174,-0.04421748866236293
-0.04123247072078054,-0.044225288986065904
-0.04123452222884933,-0.04423308546234035
-0.04123657373691812,-0.04424087973289722
-0.04123862524498692,-0.04424867111125772
-0.04124067675305571,-0.04425645899086399
-0.04124272826112451,-0.04426424458957788
-0.0412447797691933,-0.04427202701493039
-0.04124683127726209,-0.04427980647661733
-0.04124888278533089,-0.04428758291064605
-0.04125093429339968,-0.04429535646348456
-0.04125298580146848,-0.04430312711589352
-0.04125503730953727,-0.04431089425744226
-0.041257088817606064,-0.044318659286648916
-0.04125914032567486,-0.04432642139511399
-0.04126119183374365,-0.044334180682147964
-0.041263243341812444,-0.04434193707947688
-0.04126529484988124,-0.04434969067672539
-0.041267346357950034,-0.04435744146658609
-0.04126939786601883,-0.04436518975752897
-0.041271449374087624,-0.04437293556996965
-0.041273500882156415,-0.04438067801565255
-0.04127555239022521,-0.044388418686053685
-0.041277603898294005,-0.044396156102743736
-0.0412796554063628,-0.044403891547321724
-0.041281706914431594,-0.04441162385750802
-0.041283758422500386,-0.044419353246604315
-0.041285809930569184,-0.04442708039675256
-0.041287861438637975,-0.04443480612788712
-0.04128991294670677,-0.04444253009994557
-0.041291964454775565,-0.04445025047682035
-0.041294015962844356,-0.044457968742923175
-0.041296067470913154,-0.04446568570820667
-0.041298118978981946,-0.0444733998280681
-0.04130017048705074,-0.04448111247013567
-0.041302221995119535,-0.0444888231074952
-0.04130427350318833,-0.04449653169324526
-0.041306325011257125,-0.04450423762298662
-0.041308376519325916,-0.044511941739240925
-0.04131042802739471,-0.044519644215171676
-0.041312479535463506,-0.044527345531019974
-0.0413145310435323,-0.04453504459293431
-0.04131658255160109,-0.04454274282777209
-0.04131863405966989,-0.04455043861205167
-0.04132068556773868,-0.04455813344791481
-0.04132273707580748,-0.04456582689198485
-0.04132478858387627,-0.044573518890313586
-0.04132684009194506,-0.04458120968097932
-0.04132889160001386,-0.044588899679461766
-0.04133094310808265,-0.044596588318532276
-0.04133299461615145,-0.044604275822076614
-0.04133504612422024,-0.044611963086832594
-0.04133709763228903,-0.04461964768440531
-0.04133914914035783,-0.044627331819964464
-0.04134120064842662,-0.04463501513576467
-0.04134325215649541,-0.04464269727447201
-0.04134530366456421,-0.0446503784710818
-0.041347355172633,-0.04465805901865235
-0.0413494066807018,-0.04466573850218786
-0.04135145818877059,-0.0446734177219792
-0.04135350969683938,-0.04468109633364341
-0.04135556120490818,-0.04468877431242551
-0.04135761271297697,-0.044696451844000264
-0.04135966422104577,-0.04470412874192478
-0.04136171572911456,-0.044711805121445784
-0.04136376723718335,-0.044719480964748856
-0.04136581874525215,-0.04472715645096025
-0.04136787025332094,-0.04473483172178505
-0.04136992176138973,-0.04474250665808067
-0.04137197326945853,-0.044750181205482506
-0.04137402477752732,-0.04475785550684729
-0.04137607628559612,-0.0447655295122403
-0.04137812779366491,-0.044773203283405165
-0.041380179301733704,-0.04478087766316197
-0.0413822308098025,-0.044788550953774944
-0.04138428231787129,-0.04479622402381663
-0.04138633382594009,-0.044803896935740044
-0.04138838533400888,-0.04481156952133551
-0.041390436842077674,-0.0448192419628064
-0.04139248835014647,-0.04482691431150197
-0.041394539858215264,-0.044834586743987916
-0.041396591366284055,-0.04484225836124955
-0.04139864287435285,-0.04484992969525503
-0.041400694382421645,-0.04485760042684932
-0.04140274589049044,-0.04486526918508438
-0.041404797398559234,-0.04487293873803218
-0.041406848906628026,-0.044880608572328486
-0.041408900414696824,-0.04488827655409017
-0.041410951922765615,-0.04489594436163009
-0.04141300343083441,-0.044903611195218365
-0.041415054938903205,-0.04491127740883852
-0.041417106446971996,-0.044918943210077236
-0.041419157955040795,-0.044926608546463034
-0.041421209463109586,-0.044934272522465055
-0.04142326097117838,-0.044941935119681364
-0.041425312479247176,-0.04494959654859955
-0.04142736398731597,-0.04495725783974825
-0.041429415495384765,-0.04496491666086009
-0.041431467003453556,-0.04497257403278446
-0.04143351851152235,-0.044980230565231046
-0.041435570019591146,-0.04498788533668835
-0.04143762152765994,-0.04499553860961582
-0.04143967303572873,-0.04500318999040841
-0.04144172454379753,-0.04501084057702437
-0.04144377605186632,-0.0450184894730463
-0.04144582755993512,-0.04502613568626389
-0.04144787906800391,-0.045033780077450236
-0.0414499305760727,-0.0450414223123287
-0.0414519820841415,-0.04504906276138142
-0.04145403359221029,-0.045056700941974545
-0.04145608510027908,-0.045064337106990336
-0.04145813660834788,-0.045071971356443245
-0.04146018811641667,-0.04507960396791885
-0.04146223962448547,-0.045087233889185646
-0.04146429113255426,-0.04509486228153838
-0.04146634264062305,-0.04510248727112015
-0.04146839414869185,-0.04511011018177303
-0.04147044565676064,-0.04511773079106403
-0.04147249716482944,-0.04512534921749164
-0.04147454867289823,-0.04513296499421233
-0.04147660018096702,-0.045140579410871164
-0.04147865168903582,-0.045148190470559645
-0.04148070319710461,-0.04515579901084374
-0.0414827547051734,-0.04516340532250111
-0.0414848062132422,-0.04517100907690181
-0.04148685772131099,-0.0451786102097172
-0.04148890922937979,-0.045186208781939935
-0.04149096073744858,-0.04519380507025712
-0.04149301224551737,-0.045201398597723916
-0.04149506375358617,-0.045208989774989126
-0.04149711526165496,-0.04521657834049476
-0.04149916676972376,-0.045224164662426763
-0.04150121827779255,-0.04523174890295161
-0.041503269785861344,-0.04523932929484837
-0.04150532129393014,-0.04524690736679849
-0.04150737280199893,-0.04525448260510624
-0.041509424310067725,-0.04526205527289136
-0.04151147581813652,-0.04526962522609998
-0.041513527326205314,-0.04527719252560273
-0.04151557883427411,-0.045284757145138986
-0.041517630342342904,-0.0452923188724134
-0.041519681850411695,-0.045299878706706556
-0.04152173335848049,-0.045307434921040134
-0.041523784866549285,-0.045314988147224615
-0.04152583637461808,-0.04532253859323848
-0.041527887882686874,-0.04533008591998006
-0.041529939390755666,-0.04533763046881266
-0.041531990898824464,-0.04534517195587551
-0.041534042406893255,-0.04535271013351525
-0.04153609391496205,-0.04536024545293516
-0.041538145423030845,-0.045367777563856244
-0.041540196931099636,-0.045375306485105134
-0.041542248439168435,-0.045382832101685755
-0.041544299947237226,-0.045390354274577126
-0.04154635145530602,-0.0453978730894948
-0.041548402963374816,-0.04540538886784951
-0.04155045447144361,-0.04541290103263386
-0.041552505979512405,-0.04542040975725803
-0.0415545574875812,-0.04542791483433999
-0.04155660899564999,-0.0454354165397292
-0.041558660503718786,-0.04544291479717057
-0.04156071201178758,-0.045450409324358655
-0.04156276351985637,-0.04545790027778043
-0.04156481502792517,-0.04546538728814879
-0.04156686653599396,-0.04547287086411145
-0.04156891804406276,-0.045480350219670646
-0.04157096955213155,-0.045487826028981944
-0.04157302106020034,-0.0454952977894753
-0.04157507256826914,-0.04550276561706769
-0.04157712407633793,-0.045510229431647856
-0.04157917558440673,-0.04551768895959779
-0.04158122709247552,-0.045525144491243404
-0.04158327860054431,-0.04553259562146954
-0.04158533010861311,-0.04554004282967015
-0.0415873816166819,-0.0455474850635258
-0.04158943312475069,-0.04555492256521586
-0.04159148463281949,-0.045562355657028875
-0.04159353614088828,-0.04556978337483959
-0.04159558764895708,-0.04557720637894619
-0.04159763915702587,-0.04558462493948205
-0.04159969066509466,-0.0455920384848731
-0.04160174217316346,-0.045599446831113215
-0.04160379368123225,-0.04560685012430112
-0.04160584518930105,-0.045614248080657505
-0.04160789669736984,-0.04562164078518222
-0.04160994820543863,-0.04562902800978965
-0.04161199971350743,-0.04563641013951567
-0.04161405122157622,-0.04564378667597925
-0.04161610272964501,-0.045651158434005475
-0.04161815423771381,-0.045658524811145046
-0.0416202057457826,-0.04566588397225304
-0.0416222572538514,-0.0456732377919434
-0.04162430876192019,-0.04568058808221988
-0.041626360269988984,-0.045687933338862736
-0.04162841177805778,-0.045695273285248514
-0.04163046328612657,-0.04570260797254877
-0.04163251479419537,-0.04570993742658945
-0.04163456630226416,-0.04571726178418022
-0.041636617810332954,-0.04572458100414495
-0.04163866931840175,-0.04573189531986257
-0.041640720826470544,-0.04573920316550568
-0.041642772334539335,-0.04574650655611784
-0.041644823842608134,-0.04575380532008979
-0.041646875350676925,-0.04576109905555363
-0.04164892685874572,-0.04576838786013418
-0.041650978366814514,-0.04577567144422473
-0.041653029874883306,-0.04578294955186976
-0.041655081382952104,-0.045790222490382566
-0.041657132891020895,-0.045797490234500464
-0.04165918439908969,-0.04580475144785038
-0.041661235907158485,-0.04581200741581797
-0.041663287415227276,-0.04581925808114555
-0.041665338923296075,-0.04582650331592702
-0.041667390431364866,-0.04583374321403045
-0.04166944193943366,-0.04584097784396539
-0.041671493447502456,-0.04584820718232621
-0.04167354495557125,-0.04585543258249199
-0.04167559646364004,-0.045862651946497836
-0.04167764797170884,-0.04586986606987031
-0.04167969947977763,-0.045877075023446075
-0.041681750987846426,-0.04588427744264415
-0.04168380249591522,-0.04589147431214159
-0.04168585400398401,-0.04589866525385148
-0.04168790551205281,-0.04590585103787181
-0.0416899570201216,-0.045913030443650624
-0.0416920085281904,-0.045920204133218775
-0.04169406003625919,-0.04592737190859775
-0.04169611154432798,-0.04593453476013162
-0.04169816305239678,-0.04594169181428308
-0.04170021456046557,-0.04594884254486787
-0.04170226606853436,-0.04595598782949364
-0.04170431757660316,-0.045963127425956464
-0.04170636908467195,-0.045970262152576796
-0.04170842059274075,-0.04597739115183571
-0.04171047210080954,-0.04598451386947558
-0.04171252360887833,-0.04599163134688241
-0.04171457511694713,-0.04599874256866469
-0.04171662662501592,-0.046005848311637475
-0.04171867813308472,-0.046012949674291405
-0.04172072964115351,-0.04602004471134512
-0.0417227811492223,-0.04602713400543134
-0.0417248326572911,-0.04603421774168886
-0.04172688416535989,-0.046041295722664285
-0.04172893567342868,-0.04604836844147508
-0.04173098718149748,-0.04605543653482324
